576460752366199953 298.97700000 588.24200000 92.27690000 0.50000000
576460752698341474 309.20300000 470.24700000 103.19800000 0.50000000
576460752788265009 296.72100000 607.86400000 106.03500000 0.50000000
576460752417340410 310.52100000 490.36400000 94.41990000 0.50000000
576460752417340410 310.82100000 489.10500000 95.19570000 0.50000000
576460752682521622 305.06900000 523.42000000 86.37530000 0.50000000
576460752604440615 303.74600000 556.08700000 79.89620000 0.50000000
576460752784513329 308.35200000 465.58600000 104.67000000 0.50000000
576460752788265009 296.67800000 608.26700000 106.39800000 0.50000000
576460752698341474 309.38700000 469.92600000 103.37900000 0.50000000
576460752510884951 305.02500000 554.42300000 79.75770000 0.50000000
576460752366194833 299.06100000 588.80400000 92.33970000 0.50000000
576460752577392161 298.58600000 596.21800000 97.42520000 0.50000000
576460752398890814 309.47500000 493.01100000 93.49000000 0.50000000
576460752701719942 297.74300000 598.21800000 97.82390000 0.50000000
576460752519119925 306.39700000 535.94800000 81.26090000 0.50000000
576460752395505470 310.71800000 487.61800000 95.65020000 0.50000000
576460752577931553 298.53100000 596.17900000 96.92580000 0.50000000
576460752626547402 303.03700000 527.66800000 84.35120000 0.50000000
576460752823807025 304.40000000 565.69600000 84.41470000 0.50000000
576460752680182039 309.37400000 491.88700000 94.05000000 0.50000000
576460752674903724 310.17600000 491.51600000 94.33050000 0.50000000
576460752725576955 293.79900000 629.83100000 121.49600000 0.50000000
576460752723542296 304.95900000 554.20300000 79.78540000 0.50000000
576460752626981110 308.29600000 511.94500000 90.41840000 0.50000000
576460752772026881 306.90400000 553.44500000 81.58700000 0.50000000
576460752641287869 309.47600000 468.82900000 104.06000000 0.50000000
576460752399310142 309.55200000 492.89000000 93.70280000 0.50000000
576460752383096140 294.01800000 629.56900000 121.26700000 0.50000000
576460752675111084 309.82000000 490.56400000 94.53670000 0.50000000
576460752650953717 310.34700000 487.75500000 95.64880000 0.50000000
576460752691824093 297.49400000 597.62000000 96.88690000 0.50000000
576460752723398680 303.61100000 556.04900000 79.57600000 0.50000000
576460752761429148 298.28400000 594.47600000 95.61980000 0.50000000
576460752730517426 296.89500000 608.17900000 106.19600000 0.50000000
576460752694036087 299.28500000 588.77500000 92.17870000 0.50000000
576460752694036087 299.11600000 588.83400000 92.55690000 0.50000000
576460752548501093 304.22600000 565.25700000 84.27560000 0.50000000
576460752698926434 309.34500000 492.88900000 93.53700000 0.50000000
576460752679711780 309.72700000 493.21400000 93.60730000 0.50000000
576460752729932116 309.54700000 487.45200000 95.96440000 0.50000000
576460752578095393 298.49700000 596.03900000 97.10760000 0.50000000
576460752604866343 303.69700000 555.44900000 79.82150000 0.50000000
576460752680198423 309.01400000 470.65800000 102.89700000 0.50000000
576460752693489460 296.79800000 608.02000000 105.78600000 0.50000000
