time_s,mean_preferred_norm
0.0,12.591786471705959
0.5,13.2261937877367
1.0,13.602455156413452
1.5,13.749810398243103
2.0,13.697499333732551
2.5,13.474761783388681
3.0,13.110837567718391
3.5,12.634966507228569
4.0,12.076388422426104
4.5,11.464343133817891
5.0,10.828070461910633
5.5,10.246374836963003
6.0,9.53178496658015
6.5,8.912665206685018
7.0,8.86050815458816
7.5,9.41945357601349
8.0,9.765761902354932
8.5,9.612900500407866
9.0,9.341606961108434
9.5,8.984191623067549
10.0,8.49696085406767
10.5,7.829893408671535
11.0,7.0009230188300196
11.5,6.028249763500698
12.0,5.027780432146359
12.5,4.154576982554541
13.0,3.075095348246413
13.5,1.3765727254088693
14.0,-0.3134842714282692
14.5,-1.447069824332748
15.0,-2.1957029391839473
15.5,-2.8812736149842855
16.0,-3.8430347886574014
16.5,-4.745054061515665
17.0,-5.253027505738188
17.5,-5.473082824985383
18.0,-5.845470674243891
18.5,-6.567441806369991
19.0,-7.226816805084219
19.5,-7.3779445604125815
20.0,-7.329259189298085
20.5,-7.646609306058418
21.0,-8.177549778279355
21.5,-8.47369354380087
22.0,-8.317506997694368
22.5,-7.815642776897533
23.0,-7.06377013383449
23.5,-5.781721630751623
24.0,-3.9765841581300867
24.5,-2.3359032960214834
25.0,-1.086699891917076
25.5,0.06517744144552551
26.0,0.8295895094547787
26.5,1.3851816359564137
27.0,2.4760210233026623
27.5,4.040513062037903
28.0,5.380264145629139
28.5,6.373170572137564
29.0,7.758560950093491
29.5,9.888322451296704
30.0,12.208552556943811
30.5,14.222215160392237
31.0,16.33076982541977
31.5,18.91677516496248
32.0,21.851792870310987
32.5,24.878764559846484
33.0,27.581745449765833
33.5,29.859238216337943
34.0,31.937737797467943
34.5,33.85310595986765
35.0,35.52879771432593
35.5,37.05733778939276
36.0,38.382244204377926
36.5,39.604227367502574
37.0,41.030614106379254
37.5,42.64755623643565
38.0,44.39013287130768
38.5,46.16057259862153
39.0,47.99492582578171
39.5,49.97593276812436
40.0,51.93042613717353
40.5,53.67408080622515
41.0,55.03532541542193
41.5,55.82438885330744
42.0,56.371055450818034
42.5,57.003068874549726
43.0,57.64806199244727
43.5,58.62171958315486
44.0,59.83997717282809
44.5,60.82008901807842
45.0,61.53756322225744
45.5,62.17680103472995
46.0,62.913994018514046
46.5,63.65938107827428
47.0,64.76163421355278
47.5,66.28952017504216
48.0,67.692507938616
48.5,68.79484851873798
49.0,69.56401976018729
49.5,70.09226018216589
50.0,70.69184030451768
50.5,71.31999129894207
51.0,71.42421138202674
51.5,71.11411650880127
52.0,71.35120737212783
52.5,72.20530498569912
53.0,73.41078019041008
53.5,74.89839901167191
54.0,76.00037237521109
54.5,76.99422373296618
55.0,78.00305315740347
55.5,78.19425942005581
56.0,78.02199970684293
56.5,78.10670775305397
57.0,78.28751662234129
57.5,78.12318926130031
58.0,77.46871442424076
58.5,76.9802681067287
59.0,76.73133375606662
59.5,76.29967777351696
60.0,75.61506241030304
60.5,74.61432516417935
61.0,73.21336603823764
61.5,71.83375003124155
62.0,70.92291340548647
62.5,70.57584085273564
63.0,70.79231194655893
63.5,71.00445061167109
64.0,70.69591584389089
64.5,70.2064406542333
65.0,69.51312872787187
65.5,68.37040968613044
66.0,67.38649458799934
66.5,66.86477763359983
67.0,66.09356052616988
67.5,64.8226686053908
68.0,63.399760439348356
68.5,62.12211436980731
69.0,60.897151180380995
69.5,59.23993847548956
70.0,57.22516200011877
70.5,55.26262996295511
71.0,53.46200307764816
71.5,51.99936656430958
72.0,50.82260114379558
72.5,49.83679596421385
73.0,48.69752684381742
73.5,47.165295722857564
74.0,45.887746456265155
74.5,45.421659738291524
75.0,44.789036585490784
75.5,44.3052408399135
76.0,43.97722133137419
76.5,43.81192688968667
77.0,43.81630634466473
77.5,43.99730852612221
78.0,44.361882263872914
78.5,44.91697638773064
79.0,45.6695397275092
79.5,46.62652111302243
