time_s,neuron_939,neuron_2444,neuron_3080,neuron_4386,neuron_4780,neuron_5164,neuron_5481,neuron_5656,neuron_6101,neuron_6167,neuron_6406,neuron_6578,neuron_6788,neuron_6801,neuron_7735,neuron_8348,neuron_8697,neuron_8788,neuron_9276,neuron_9384,neuron_9414,neuron_9807,neuron_9975,neuron_12283
16.5,-0.03357312569923393,1.041425541076248,0.6358073282058114,4.150754728999128,0.17553037568723753,-0.08534072201367995,0.7732835206193626,5.610589516786161,3.4856193698374636,0.1692229027991156,1.5300719008458414,0.5743449413438448,-6.180162392498306,2.3045157342977327,-1.9253236755339391,-1.2420921638110105,-1.7161861444329218,-3.17746383420565,0.12357339048167904,0.22699609769397594,1.3777075298785328,-4.417361397126941,-3.148744062102356,1.0405737717429013
17.0,0.5756553766878059,2.328075942768573,0.3306907280370909,7.609600591171232,0.8612497880441593,0.4399792771824119,0.9797320249043593,7.5704262924466965,4.251518001161842,-1.379438872832587,1.3813173822356144,2.2568363149891724,-7.961722173801716,3.09453888227172,-2.780835862689157,-0.6155143005378249,-1.15046461349719,-3.728610519162336,-1.1881965559847103,0.41719174516527363,1.798801505309428,-4.712274127296704,-2.5361271674525723,1.3261228258417759
17.5,1.1880301732497611,3.8640930601103376,-0.26307535370516244,11.387629075857667,1.1939342534486026,0.46292713274168795,1.477928183267617,8.932631989534656,5.016933228420726,-2.586538453902024,1.4924324825631072,3.6461907197940717,-8.819964753346486,3.9315659244776233,-3.489436838653609,0.06137453525476494,-0.38377839722003665,-3.597605593526802,-2.951810253227994,0.650621044348526,2.364063568871981,-4.6897788526239435,-1.8645913856793443,1.771333614652101
18.0,2.317255955127188,5.833789890050174,-0.566189865658911,15.257156282569607,1.3256921167310347,-0.42340203196266313,1.910508553939626,9.58517151527647,5.5060073846312,-3.500581837948671,1.9069929971723218,5.262300483780043,-8.854855219943666,4.669823695807044,-3.66923637801131,0.9336220221912273,0.7056538775210834,-3.1573474288587082,-4.610450751031967,0.9665130910496595,3.301745396829682,-4.282509706411389,-1.2832704426113304,2.87875993914135
18.5,4.57572795928104,7.904839189911958,-0.7944588246281928,19.41072076044311,1.7023927808335673,-1.8464963835114065,2.2731303475140643,10.769346125500885,5.631050645997111,-3.8371875395316697,2.4639385823875286,6.855292532402386,-8.257358759104918,5.61981260694964,-3.0036388443729924,1.4420918211237024,2.0008548087369724,-2.71387246175487,-5.369141510504713,1.5684199612752312,4.698480540968039,-3.2098379365744045,-0.8595052065884841,4.010277245894953
19.0,7.049333639872179,10.395801110769899,-1.155654251900802,24.508103511151393,2.419048421780875,-2.825693827068223,2.527221360250894,12.666471019101314,5.830459589747794,-3.3122418786643752,3.8158909843844544,7.869137339925118,-6.862354347516012,6.840516196251761,-1.9477759454076993,1.915806236684542,2.896346324362831,-2.1453518774177387,-5.144998859958267,2.4574455930895667,6.477648231195948,-1.50314113275981,-0.38393016822636394,3.8891223500653416
19.5,8.802733195211855,13.556096399815887,-1.2724214738192046,30.083253500760893,3.22464685034583,-2.498665234598576,2.809108276214607,14.122394612652847,6.362366417802655,-2.1118805797895495,6.4844105762557565,8.7278576140631,-4.857479146782385,8.140973001538004,-1.2065580370861104,3.0504915498311664,3.137746886237908,-1.3422773718852206,-4.5009331903363545,3.368194130917465,8.510854708406239,0.4521741378759812,0.605803366143485,3.1221412059309723
20.0,10.56922052919096,16.754382290848206,-0.7235154723124921,35.847873994841294,3.7832218457171196,-0.18815723078956026,3.6901440185121963,14.829711318043998,7.213331955756488,-0.4019829738062549,10.002447690162207,10.723324237205029,-3.1156504529332256,9.401531802559804,-0.1406897503649398,4.887484500530276,3.70980667375391,0.07276756804890794,-3.3432338163658706,4.6438109053197785,10.538374573953254,2.4453034256026513,1.852277619258641,2.735957056377139
20.5,12.683851361558844,19.380850854371797,0.36662335977595273,41.61770778689707,4.881297621217734,4.189311086937195,4.852955632852063,14.993877916599436,8.067674164905814,1.9225048797935806,13.787843213973364,13.43521219401371,-1.7864598649683918,10.559831012471344,2.0237235046558597,7.485817127537178,5.123610779911261,2.010964966604405,-0.6688723779421808,6.427629616485111,12.586488111973942,4.36982488914501,2.783091307330092,2.9055990239687786
21.0,14.622842533946386,21.40671426520431,1.8210712571855396,47.215138494469066,7.013383886109217,10.708154548193962,5.613224259813727,14.866214641286312,9.006288948208217,4.888380410909058,17.471336077291532,15.124784592746776,-0.08712045442969751,11.966397131749053,4.814463492053929,10.186038322338815,6.383494536984873,4.381478325691926,3.58877399274029,8.311954661211669,15.217048799234323,6.154631975333191,3.2827254846980525,3.7823293175404458
21.5,16.23761379564873,22.652255476096965,3.7152200358945566,52.651701920729145,9.065788582225826,18.786936080979615,6.909122173516595,14.553909257371616,10.21212256003372,8.212039506287422,21.30574793737813,15.681036204762576,2.6142139620522675,13.728295152879243,8.341381295902075,11.959821055142177,7.293238744819167,7.1026908908241975,8.62945844884527,10.222586275959271,18.47450492294464,7.984701514219165,3.4674781785329625,5.1142006669120175
22.0,17.62441676049892,23.03457557230962,5.8723446162450035,57.41113240486111,10.786486683649128,27.45553313099467,9.241734413040604,14.168954805328665,11.710691547738502,11.93658927384179,25.696432805233457,16.290871451972066,6.130123951305247,15.368498404871954,13.010721426062284,13.645312114553096,8.478670815386755,10.136285587740328,14.196293171694927,12.212179501480385,21.82237574211468,10.176544030383003,3.8461940983718184,6.882515435630928
22.5,19.04805405786912,23.812700064275557,8.027561440056939,60.90834224959251,12.847259476402208,36.14290832398743,11.795772969312996,13.741858817724289,13.839570347956814,16.178636570848475,30.410369073427027,17.35657330041726,10.02483817386469,16.22504347820471,18.17715122716876,16.553948542526552,9.625926031386214,13.753105541219018,20.03508672161052,13.902049297713164,24.763050418250437,12.700182514821098,4.52837779673953,8.76222760031666
23.0,20.159521381789194,25.721698346404736,10.131230776595112,63.61395328340598,14.761669033802784,44.760304920411905,14.521500269424008,13.376131487520297,16.26671184363706,20.418095882863593,34.928258228058404,18.198270871949138,13.75073926025856,16.355293656059203,22.77229149410142,20.189780968222674,10.590929794980593,17.736342392940127,25.72682328781207,15.195819659111823,27.26539942634418,15.248030687859739,5.055446281026414,9.508399719783458
23.5,20.207862578954497,28.088107840599307,12.309337078916824,65.93995540716513,16.523009882212982,53.53265509283422,17.290008743308796,13.362643936278435,18.04240065406435,24.01620998632743,38.79103482297698,18.335535338804934,16.670280582089063,16.61066943393781,26.009871417844135,24.33934707122891,12.12798739771404,21.40061153884064,31.572827002752486,16.313572304136972,29.47481604712959,17.49760405176527,5.357995095114521,10.322942748682545
24.0,19.552914601546004,30.188259683841665,14.825550788628407,67.4113594742006,18.901770316813298,61.49612599752471,20.082262896095934,13.695865329058872,18.982904332286505,26.63877822547585,41.606398079880734,18.22907364560774,19.25296192856377,16.943472958526176,28.161428641809188,29.58454442613383,14.26982828214163,24.42109656767066,37.46420825870238,17.280650110385352,31.51882970535311,19.246109848453937,5.9982693936868605,12.467100597583118
24.5,19.15890446827985,31.625636344836945,17.86630130967928,67.64058027730565,21.189434246232523,67.3951556507261,22.82920377135384,14.726933558423248,19.581829897859578,28.197477769743205,43.33429732232755,18.01036469336225,21.89550968406945,16.850022147791588,29.844969491588447,34.76478259664416,16.174591147143733,26.9936963765282,42.41601860147067,18.19711636403038,33.378591557975184,20.41836750741637,7.076203318367937,14.285156208692161
25.0,19.133199840383124,32.2906744814683,20.813906468887517,66.64596531893166,22.76605514648586,72.33409630555018,24.86032442652333,16.524107995822934,20.158051296415405,28.7128800595523,43.988477537853626,17.6051336002427,23.899443239427818,16.572403939776887,30.97728183812616,38.35363781316637,17.550924137341994,29.27698333245146,46.25188447679342,18.965983618806483,34.340621128914194,21.252410590461583,8.044386562413127,15.759540402911078
25.5,18.595883208182567,32.614924008049144,22.826655413479997,64.3720018912275,24.53166469197904,77.08074171480662,25.9397647943475,17.883036225296948,20.89909605999162,28.502461162127133,43.33995421343921,17.32344918806411,25.370492794716924,16.164671773654675,31.38364577327577,40.299926181342926,18.470794133262263,30.802360621083974,49.12761851417356,19.380227059384904,33.85939541637114,22.164821088466738,8.71053283786513,17.62829339456063
26.0,17.375109273600412,33.08695420567211,24.03822836479946,60.676175590318174,26.253513922788414,80.48863213122719,26.236407409831834,18.28636745336446,21.937354561591036,27.606668291662118,41.4567854144204,17.27373136087773,26.665315654446527,15.580768609076788,30.457773511693784,41.42525893150682,18.913804740562963,31.26397163123569,50.53793925294471,19.324766072069984,32.592334488000674,23.143749607509992,9.093424762908192,19.07504066794584
26.5,16.606225374307225,33.69669394106005,24.504941684052504,56.258703988253274,27.22032715795921,82.24185155969526,26.19702683817893,18.542780972833807,22.77149186000674,25.994719034036542,38.94240642010756,17.096348533457203,28.04617918449824,15.13881302212509,27.614440178058654,42.16182694488474,19.464246496288734,31.013707360536014,50.689984798911276,18.884154382090003,31.274249676080437,23.75895935412437,9.38642443067052,20.129035904484883
27.0,16.12192999305395,34.41868024349892,24.060756490629107,51.96938538320591,27.513723844158196,82.45621498408569,26.449115015541956,19.30566913082904,22.65414768972797,24.05902820464043,36.06454982457963,16.492732519532193,30.155871435706427,14.940730274106793,23.704739516282693,42.31197484558865,20.56302014501361,30.578282757576417,49.8627819857956,18.412885668166542,29.848945180990523,23.876896409822344,9.867168277944042,21.39894468787641
27.5,15.341733971892676,35.23038018950405,23.314951763985643,47.84751507287946,26.88534906479006,80.99529813510307,27.316142015502244,20.172550508156988,21.457185453460472,21.741250891485606,32.72664108017758,15.924464434181791,32.98605274337202,14.831354184871591,20.152666906750632,41.51351779888927,21.717395092599613,29.963683062146703,47.80070506935361,18.185145039981595,28.128248922263953,23.949333471085183,10.741071515874864,22.76135264183853
28.0,15.328253283169841,35.62655123966073,22.368240113795956,43.88010458787102,25.856121830613912,77.50376561347367,28.191174555396373,20.582805612410976,19.88186902672811,19.191851920076108,29.014644553798345,15.334250067028444,35.695463650593496,14.803033423129772,17.921746362236796,39.61628115476114,22.72713781028941,28.756252426268144,45.13104040672153,18.193246871152645,26.07733828179089,24.148594061198285,11.80468062717265,24.15737362801376
28.5,16.021531208418654,35.61369947855731,20.770429691072124,40.28917824063672,24.98667010582773,72.40214092876916,28.343764951665214,20.98079958249767,18.602596108166328,16.841241618653907,25.331634178401394,14.266194863117658,37.827838602507974,15.023435775049185,16.55004186149726,37.369375016069455,23.304588255339866,27.29559950446507,42.38671542541841,18.128826622611324,23.944634163233452,24.031741718338175,12.763251421564215,24.86036538602506
29.0,16.254197661121704,35.960293865614716,19.00111339173111,36.66200496231368,23.989714516361616,66.7299667264466,27.710216383176594,21.386997332706077,17.52340811564977,14.53007358003065,22.39460572846022,13.265025536879074,40.06659352720187,15.44084574236093,14.590336306863335,35.435867502726744,22.869922496142397,25.92398387772434,39.0676390435437,17.693863126431474,21.777195452041713,23.365037537767847,13.927345861427831,24.384663130823142
29.5,16.0162904380584,36.735430631029026,17.91030874194148,32.7841109676684,23.038504099993478,61.651861615784796,27.05130712995977,21.4414207607519,16.386123161162875,12.210645936003246,20.03891422929195,13.251878627583514,42.80054245546067,15.932555712799395,11.733091145784636,33.865850120602225,21.69168791866361,24.425923444125367,35.27417525434167,17.279335096068866,19.494125261408662,22.296836044326003,15.27218409001835,23.788708363302092
30.0,15.513972232877276,37.37821738653524,17.377543585999906,29.332625704512633,22.50290381136425,57.70930312408011,26.872144380882105,20.999755255273506,14.990116471313806,10.146170976865742,17.46659532333288,14.348310079824179,45.59537227721937,16.336831991569575,9.052655706790375,32.20080128369003,20.35873054097891,22.93868727673912,31.980816711225348,17.599377456155043,17.316382294123695,21.340974372275067,16.213415893863107,23.906377404848197
30.5,14.851405481837293,37.65396780465146,16.58361985092982,26.326059816565717,22.215851552671253,54.43176264504101,26.30246007697877,19.96484296232252,13.063315685509563,8.346821223729414,14.642311910853602,15.631085173068756,48.324392772231285,16.453366185077098,7.791580463279397,29.81771762590211,18.95063759375247,21.739318560369995,29.722515391961704,18.253161948498605,15.531931503389398,20.7595933798241,16.9286544350224,24.482361817124694
31.0,14.639682263386398,37.70161521345747,15.809797318885177,23.759737757523887,21.356396853745984,51.62353943694142,25.133003332351713,18.70462911615512,10.9139183748885,6.6866572697501905,12.092630793167602,16.074626781954354,51.00356045455854,16.218086799540558,7.670223349029871,26.633150735242236,17.79656978202263,20.994786004115625,28.476968278708586,18.489617638425827,14.216286839620167,20.208104815440606,18.171371787927026,24.582948769638634
31.5,14.835738997286002,37.526614615307615,15.526194296478035,21.702284777700385,20.072480730087154,48.79483023950243,24.227082595282752,17.654048475201108,8.960265269848334,5.238635138443629,10.32243758655539,16.352225541772775,53.49081201655014,15.794521662606037,7.60204157716548,23.426309072165175,17.159894246996796,20.296216872047236,28.019464914087322,18.465133145723623,13.115699537883742,19.54642295007936,19.702839240432393,23.63320532698959
