576460752791573809 258.09600000 519.32600000 90.81640000 0.50000000
576460752479160508 255.73100000 501.10400000 84.38840000 0.50000000
576460752370270504 256.23100000 482.32200000 79.05820000 0.50000000
576460752369465896 256.78900000 484.83100000 78.51670000 0.50000000
576460752731618332 258.30200000 518.77400000 90.63080000 0.50000000
576460752701804051 257.92400000 515.58700000 88.88010000 0.50000000
576460752696731197 256.59000000 523.01600000 79.82640000 0.50000000
576460752468307120 259.81700000 521.94500000 82.22000000 0.50000000
576460752686861732 258.38400000 516.06600000 97.44570000 0.50000000
576460752498135107 258.36300000 520.01900000 90.68030000 0.50000000
576460752791497521 256.33200000 521.93500000 84.42850000 0.50000000
576460752648019698 256.20600000 522.90400000 78.74200000 0.50000000
576460752673641463 206.80600000 498.28400000 110.85500000 0.50000000
576460752655755304 257.98500000 511.73500000 96.38030000 0.50000000
576460752781510193 259.83400000 516.63900000 100.92700000 0.50000000
576460752661395990 259.81700000 508.20000000 77.21530000 0.50000000
576460752672886772 259.97200000 517.58100000 101.46300000 0.50000000
576460752676223198 257.26900000 512.88100000 95.82280000 0.50000000
576460752697673533 255.53600000 501.80700000 83.94150000 0.50000000
576460752699117954 253.98000000 488.24900000 81.81140000 0.50000000
576460752679739103 259.67900000 521.22900000 82.57040000 0.50000000
576460752447320821 255.36800000 517.76300000 83.08410000 0.50000000
576460752366551848 253.37800000 473.32400000 82.74710000 0.50000000
576460752679517407 258.46400000 516.39600000 97.18280000 0.50000000
576460752447320053 254.85900000 517.32700000 85.79600000 0.50000000
576460752699558786 255.62500000 501.23700000 84.11860000 0.50000000
576460752513809951 256.19400000 523.14400000 78.94630000 0.50000000
576460752476297148 257.95500000 516.04300000 88.48670000 0.50000000
576460752749302413 255.22400000 475.03500000 80.34130000 0.50000000
576460752697577533 254.75400000 517.05200000 85.59220000 0.50000000
576460752661284374 259.18800000 508.38800000 76.85190000 0.50000000
576460752702039170 259.65600000 521.63200000 82.59500000 0.50000000
576460752661289238 259.64700000 508.01600000 77.36240000 0.50000000
576460752479189436 255.84700000 500.85400000 84.38300000 0.50000000
576460752731698460 255.58900000 501.82000000 83.81220000 0.50000000
576460752780663089 259.55100000 515.80200000 100.83500000 0.50000000
576460752478994620 255.71000000 500.03900000 84.17940000 0.50000000
576460752791575601 256.97300000 515.67400000 86.36140000 0.50000000
576460752478994620 255.62000000 500.52000000 84.31280000 0.50000000
576460752697519933 255.48900000 517.33600000 83.21600000 0.50000000
576460752679735007 259.85600000 521.66300000 82.48750000 0.50000000
576460752576477745 258.50900000 515.82700000 97.27380000 0.50000000
576460752702048898 256.56600000 522.75700000 79.13480000 0.50000000
576460752704605914 258.26900000 519.09700000 90.85560000 0.50000000
576460752744875439 249.65100000 472.79400000 83.22400000 0.50000000
576460752790725681 254.15000000 488.04300000 82.01420000 0.50000000
576460752698746968 249.97000000 472.63300000 83.11740000 0.50000000
576460752678792159 260.48400000 520.20900000 89.04500000 0.50000000
576460752540699724 259.67100000 515.94800000 100.73700000 0.50000000
576460752661280022 259.75700000 508.50800000 77.19210000 0.50000000
576460752632439029 211.89100000 496.65400000 114.85800000 0.50000000
576460752777112113 259.90200000 516.37500000 100.63600000 0.50000000
576460752701825043 258.03600000 516.10500000 88.70350000 0.50000000
576460752704605914 254.73400000 517.49700000 85.69960000 0.50000000
576460752563509499 258.32600000 518.07100000 94.22440000 0.50000000
576460752704161471 249.25900000 473.13000000 83.05130000 0.50000000
576460752786971953 258.12900000 518.50300000 91.23230000 0.50000000
576460752704381631 249.26000000 472.89400000 83.05240000 0.50000000
576460752333346336 259.28200000 496.70500000 76.51930000 0.50000000
576460752702117651 258.22700000 518.25500000 91.12690000 0.50000000
576460752718175065 256.45100000 522.43700000 79.68820000 0.50000000
576460752576102705 258.29100000 516.74000000 97.03050000 0.50000000
576460752467402672 260.02500000 522.09900000 82.90680000 0.50000000
576460752697535549 254.96200000 517.91400000 86.31570000 0.50000000
576460752718175065 256.06900000 479.08800000 79.33990000 0.50000000
