time_s,mean_preferred_raw
0.0,15.11295087638802
0.5,14.464408416923563
1.0,13.783052661174489
1.5,13.074612971095862
2.0,12.344818708642704
2.5,11.599399235770036
3.0,10.844083914432908
3.5,10.084602106586358
4.0,9.326683174185407
4.5,8.576056479185102
5.0,7.8384513835403
5.5,7.12531898345341
6.0,6.431851633172601
6.5,5.772474252893905
7.0,5.1687304570658945
7.5,4.613671512399809
8.0,4.094981866810631
8.5,3.5969761187624267
9.0,3.118484512255124
9.5,2.66223642687382
10.0,2.2107812995028118
10.5,1.777520748915983
11.0,1.4028031595622261
11.5,1.068314093811697
12.0,0.7695391168738159
12.5,0.504800589713102
13.0,0.27043684473542645
13.5,0.08901086887662817
14.0,-0.05730048453338346
14.5,-0.20368861378047778
15.0,-0.3203640409886614
15.5,-0.417255450885838
16.0,-0.5697614363301018
16.5,-0.7981869724660158
17.0,-1.0540493665682913
17.5,-1.3251033994228476
18.0,-1.5816914450335278
18.5,-1.7319850829945815
19.0,-1.6741460018352652
19.5,-1.346623566077161
20.0,-0.7198043606345674
20.5,0.2786512351347069
21.0,1.6735838808749044
21.5,3.3856359486122845
22.0,5.41030294807583
22.5,7.78256528282349
23.0,10.447174414899916
23.5,13.29854092831812
24.0,16.253588836449232
24.5,19.250283595896803
25.0,22.217166654776882
25.5,25.052234651642962
26.0,27.674674451552203
26.5,30.072013575080486
27.0,32.277999891323574
27.5,34.29138228209968
28.0,36.11645761718857
28.5,37.807912001987035
29.0,39.41053696154566
29.5,40.912350153792055
30.0,42.29853268995103
30.5,43.60853281313943
31.0,44.844589840510295
31.5,45.985747368450866
32.0,47.08737265647582
32.5,48.171355551571025
33.0,49.14990697211619
33.5,49.98408113991248
34.0,50.73558763612497
34.5,51.38890013721428
35.0,51.91681127071007
35.5,52.36835424838611
36.0,52.762579720343545
36.5,53.10308987562516
37.0,53.392047266785035
37.5,53.60979131267489
38.0,53.790477858721
38.5,53.973933471221535
39.0,54.13258462980802
39.5,54.23114906355897
40.0,54.29280148458063
40.5,54.34478832617079
41.0,54.35645478151469
41.5,54.35435946949253
42.0,54.3955788308901
42.5,54.45028841418054
43.0,54.44677013686859
43.5,54.41115592394246
44.0,54.39489095276831
44.5,54.33737035495491
45.0,54.25647017602248
45.5,54.19178981942179
46.0,54.080012480052424
46.5,53.951552319136326
47.0,53.86456632975308
47.5,53.81041403743359
48.0,53.78689689896266
48.5,53.72390104353786
49.0,53.57174497249946
49.5,53.373381220922724
50.0,53.18830665680078
50.5,53.009640639071456
51.0,52.79128677479244
51.5,52.58431212692072
52.0,52.406004310558224
52.5,52.20013699993735
53.0,51.968253066373656
53.5,51.75273542584354
54.0,51.56593608332961
54.5,51.40976298206255
55.0,51.304710494950996
55.5,51.2433014264511
56.0,51.2324122261815
56.5,51.34458385856952
57.0,51.535406461684026
57.5,51.66641500050091
58.0,51.644851403039596
58.5,51.43579349981775
59.0,51.05626252484648
59.5,50.51161489663672
60.0,49.80955275995455
60.5,48.93090623707311
61.0,47.82074748711009
61.5,46.47499215674607
62.0,44.92351619404805
62.5,43.20936893447667
63.0,41.39305486490486
63.5,39.51868614826546
64.0,37.618165076441926
64.5,35.73024579913725
65.0,33.90774328009676
65.5,32.23277758994141
66.0,30.74789816405644
66.5,29.415401146679155
67.0,28.144081596587366
67.5,26.879874931549345
68.0,25.629326739733784
68.5,24.42899448567371
69.0,23.28986536253476
69.5,22.195724489723958
70.0,21.172976377260476
70.5,20.23105084612142
71.0,19.316567065026486
71.5,18.399268565971646
72.0,17.542007771002023
72.5,16.79877688421916
73.0,16.135752661161384
73.5,15.505519437790344
74.0,14.901673481246853
74.5,14.341779049123954
75.0,13.9220642547017
75.5,13.541282892348828
76.0,13.189263318339863
76.5,12.85583388894921
77.0,12.530822960451182
77.5,12.204058889120125
78.0,11.865370031230375
78.5,11.504584743056268
79.0,11.111531380872155
79.5,10.676038300952346
